
[00:00:00.000 --> 00:00:24.280]   We will call the meeting to order at 5.45 on October 24, 2022, for the special meeting.
[02:19:48.880 --> 02:19:52.880]   Thank you Jane.
[02:19:52.880 --> 02:19:56.880]   Thank you and please pass along our thanks to all the members of the Education Foundation.
[02:19:56.880 --> 02:20:02.880]   Your efforts certainly enhance the quality of education and provide even more opportunities all across GCISD.
[02:20:02.880 --> 02:20:09.880]   So we certainly appreciate the support of our education foundation and our PTAs, the last two presenters, so thank you very much.
[02:20:09.880 --> 02:20:21.880]   And for our final award this evening, I'd like to ask Trustee Becky St. John to come forward to help us recognize Dr. Cheryl Tolber, a GCISD's Aspire Academy district liaison.
[02:20:21.880 --> 02:20:24.880]   Come on Dr. Tolber, there you go.
[02:20:24.880 --> 02:20:33.880]   Dr. Tolber was recently honored by the National Association for gifted children as one of the three 2022 gifted coordinators of the year.
[02:20:33.880 --> 02:20:42.880]   She leads the district's Aspire Academy for gifted students and grades one through 12 who score in the 99th percentile on nationally normed ability and achievement test.
[02:20:42.880 --> 02:20:51.880]   And she joined Aspire three years into the program's development helping create the middle school courses, writing curriculum and working with the district leaders as well as parents.
[02:20:51.880 --> 02:20:56.880]   And now in its 10th year, don't go away. I'm still talking about you.
[02:20:56.880 --> 02:21:04.880]   Now in its 10th year, GCISD's Aspire Academy is a school within a school offered at an elementary middle and high school in the district.
[02:21:04.880 --> 02:21:10.880]   As seen this evening, Aspire students have also earned national recognition and excel in numerous academic performance measures.
[02:21:10.880 --> 02:21:14.880]   Now we congratulate Dr. Tolber on this well-deserved achievement.
[02:21:14.880 --> 02:21:29.880]   And that concludes tonight's recognition. Now we'll move back to the monthly lead 2.0 highlight.
[02:21:29.880 --> 02:21:41.880]   As we continue to use our strategic plan lead 2.0 to got our work, each month we highlighted a different aspect of the district in this portion of the meeting to show our trustees and community how lead 2.0 is impacting our students in this month.
[02:21:41.880 --> 02:21:48.880]   And I will highlight dyslexia programming in GCISD. Amy.
[02:21:48.880 --> 02:21:52.880]   Okay. Good evening. Thank you, Dr. Ryan. Trustees.
[02:21:52.880 --> 02:22:01.880]   So my name is Amy Montmaer and I am the director of interventions and I have with me today where Dr. Joanne Wishman.
[02:22:01.880 --> 02:22:10.880]   Oh, she's right behind me executive director of special services. I have Cindy Falconer who has our intervention teacher leader and then I have three amazing students that will speak to you in a little bit.
[02:22:10.880 --> 02:22:28.880]   I have Jacqueline Lagon and she is a freshman at Great Fine High School. Henry Smith who is a freshman at Colleville Heritage High School and Presley Simpson who is a freshman at Great Fine High School.
[02:22:28.880 --> 02:22:44.880]   Okay. So our cover is dyslexia awareness month and go to design learning environments that support social and emotional well being and create a culture that fosters learning environments that reflect student voice and promote student engagement.
[02:22:44.880 --> 02:22:55.880]   You can see some of the celebrations we've had this month for dyslexia awareness.
[02:22:55.880 --> 02:23:10.880]   So what is dyslexia dyslexia is a specific learning disability that is neurological and origin is characterized by difficulties with accurate and or fluent word recognition and by course spelling and decoding abilities.
[02:23:10.880 --> 02:23:22.880]   These difficulties typically result from a deficit in the phonological component of language that is often unexpected in relation to other cognitive abilities and the provision of effective classroom instruction.
[02:23:22.880 --> 02:23:35.880]   Secondary consequences may include problems in reading comprehension and reduce reading experience that can impede growth of vocabulary and background knowledge.
[02:23:35.880 --> 02:23:44.880]   So this past year the dyslexia handbook for the state of Texas was revised and they made some pretty significant changes to the handbook.
[02:23:44.880 --> 02:23:58.880]   They aligned the dyslexia definition to the federal definition which now requires our evaluations to be done through the full individual evaluation process through special education.
[02:23:58.880 --> 02:24:15.880]   So now dyslexia in the state of Texas is synonymous with the learning disability either in basic reading or reading fluency. The eligibility is then determined by the art committee. So this has been a big shift across the state.
[02:24:15.880 --> 02:24:27.880]   In our district we actually started this process back in 2020 2021 so we didn't feel the impact of it quite like some of the other districts around us did back in the spring.
[02:24:28.880 --> 02:24:53.880]   So we have teacher training we have our flex training during this summer and then we also have our dyslexia simulations and all new staff to GCISD the expectation is that they go through dyslexia simulation to gain empathy and understanding about dyslexia.
[02:24:53.880 --> 02:25:10.880]   In the parent trainings in the fall and in the spring we work with the reparent group we have a dyslexia simulation experience a lesson and digital accommodations.
[02:25:10.880 --> 02:25:28.880]   In the past year we had four of our literacy intervention teachers that graduated from the two year program at take flight. They successfully passed their all to certification and so we have four new certified academic language therapist here in great fine colleague the ISD.
[02:25:28.880 --> 02:25:56.880]   We continue to learning for the literacy interventionist we attend region 10 it does a summer training and then additional trainings throughout the year. And then as students move in and out of the dyslexia intervention program we have communication with classroom teachers students leave the classroom daily for 45 to 50 minutes and so we want to make sure that what we're doing with them and outside of the classroom transitions back into the classroom.
[02:25:56.880 --> 02:26:17.880]   Students are done with dyslexia intervention and they stay identified as a student with dyslexia as they go through the rest of their schooling and so we continue to monitor the progress of those students whether through our district universal screener and star assessment other text checks and assessments throughout the district.
[02:26:17.880 --> 02:26:29.880]   In this past year we were excited to be presented with one of the TEA dyslexia grants and have utilized that for ongoing training and materials for our teachers.
[02:26:29.880 --> 02:26:39.880]   And as Dr. Wishman talked about there's been lots of partnership back and forth between special services and the literacy intervention team.
[02:26:39.880 --> 02:27:03.880]   So as we look here and we talk about the interactive boards I know you've heard me talk about it the past couple years they continue to be like the highlight of our intervention a lot of our programs have materials that the students and teachers can utilize like right on there and students get up you can see them writing right on those boards and manipulating the pieces.
[02:27:03.880 --> 02:27:20.880]   But part of the dyslexia intervention is that it's multi sensory so we're using it the touch feel here and all at the same time as we work to help shore up those phonological awareness and phonics skills for our students.
[02:27:20.880 --> 02:27:40.880]   Dyslexia over the years and you can see how our identification and has changed and so we continue to test students no matter their grade or their age, if there is a concern of a reading deficit and possible dyslexia.
[02:27:40.880 --> 02:27:49.880]   Now we have our three students and we're going to have sort of a discussion going on up here so if you guys want to circle around the microphone.
[02:27:49.880 --> 02:27:53.880]   Okay, I introduced you before but why don't you introduce yourself again real quick.
[02:27:53.880 --> 02:27:58.880]   Hi I'm Jasmine Lagon. Hi I'm Presley Simpson. Hi I'm Henry Smith.
[02:27:58.880 --> 02:28:03.880]   Okay so how has having dyslexia impacted you?
[02:28:03.880 --> 02:28:11.880]   Having dyslexia has impacted me in my everyday life it affects me in positive and negative ways.
[02:28:11.880 --> 02:28:23.880]   I have worked hard and sometimes it's a struggle but some seeing those kids feel understood and hurt helps me.
[02:28:23.880 --> 02:28:33.880]   Having dyslexia has hands ups and downs for me lots of the time I have trouble reading and writing and classes especially in technology.
[02:28:33.880 --> 02:28:41.880]   I have trouble understanding things like turns backwards and like it's just harder for me to understand it a lot of times.
[02:28:41.880 --> 02:28:48.880]   It makes everything harder I cannot read or write my own language sometimes can you imagine how that feels?
[02:28:48.880 --> 02:28:53.880]   So what do you wish teachers or other students knew about dyslexia?
[02:28:53.880 --> 02:29:14.880]   I wish dyslexics but I wish their teachers knew that dyslexics students want so badly to do well. Having a teacher that's on their side and sees their effort tells the students and makes a big difference.
[02:29:14.880 --> 02:29:21.880]   I'm not lazy I'm absolutely work hard and most people my age and dyslexia is not a choice.
[02:29:21.880 --> 02:29:31.880]   I want teachers to understand that it's hard for us to learn sometimes even though there's lots of pressure on us to get things down in time.
[02:29:31.880 --> 02:29:37.880]   Even though there's like a time break we'd try and our best as this weekend.
[02:29:37.880 --> 02:29:40.880]   What are your hopes for the future?
[02:29:40.880 --> 02:29:51.880]   My hopes are that one day I went to something that helps people whether it's architecture, teaching, or I'm really not sure but I just want to help.
[02:29:51.880 --> 02:30:02.880]   My hopes for the future is that everything is better and that we have a better reading and writing program for on paper rather than technology.
[02:30:02.880 --> 02:30:11.880]   It's harder for some students to understand on technology rather than paper. It's a better technology in my opinion.
[02:30:11.880 --> 02:30:16.880]   I want to graduate college and become a nurse and help people.
[02:30:16.880 --> 02:30:26.880]   Okay so lastly Cindy spoke earlier about the parent sessions we offer and we partner with Reed which is reaching educating and advocating for students with dyslexia.
[02:30:26.880 --> 02:30:34.880]   So these three are just a small part of a group of larger students but they decided to take on something this year.
[02:30:34.880 --> 02:30:39.880]   So who wants to explain real quick what this idea was they also got.
[02:30:39.880 --> 02:31:02.880]   We took on a year a program that helps kids come in and talk about their experiences with dyslexia their teachers and just really like come together as a community and understanding each other and play games to help them feel incorporated if understood and encouraged.
[02:31:02.880 --> 02:31:14.880]   So as the parents are off learning then the kids are hanging out with these great mentors so it was amazing and what have you learned through this process of working with these younger kids.
[02:31:14.880 --> 02:31:22.880]   I have learned that some of these kids feel the same way I did when I was there when I was there.
[02:31:22.880 --> 02:31:36.880]   I have learned that the kids have their own struggles at home especially and in school with dyslexia, with guarantees to maybe and maybe getting better help with the teacher and I had the experience when I was little too.
[02:31:36.880 --> 02:31:44.880]   I learned that all kids just knew that some encouragement children will adapt to these challenges and their life in so many different ways.
[02:31:44.880 --> 02:31:52.880]   It reminds me of how as a child we can be so unique and individualized.
[02:31:52.880 --> 02:32:00.880]   So final thing, how did you prepare for these mentors sessions and what else do you want to share about that program?
[02:32:00.880 --> 02:32:25.880]   Every couple weeks we all meet up and prepare and list out what we want to do for the lesson especially for the kids. Like we have each of us have this own section for us to read off of and like icebreaker before hand and let them us know their names better and let us get to know the children.
[02:32:25.880 --> 02:32:39.880]   We like to play games that help them feel encouraged and let them really tell us about their story because sometimes all these kids just move to hear it is that they are heard as well.
[02:32:39.880 --> 02:32:47.880]   We also like to do small groups so we can get to know each kid better and better by each meeting.
[02:32:47.880 --> 02:33:13.880]   So thank you guys for your support and that is what we had to bring to you for the difficulty essay.
[02:33:13.880 --> 02:33:29.880]   Thank you very much. I appreciate y'all coming in and good job speaking at the podium. It's not easy so thanks kids.
[02:33:29.880 --> 02:33:47.880]   And I would just add to that I'm very impressed with our students. You demonstrated persistence, a great attitude, grit, hard work, all the kinds of things that we want our students to graduate with and go into the workforce with all of those kinds of things.
[02:33:47.880 --> 02:34:06.880]   So I just want to say thank you for your hard work. The business of school is a lot about literacy and math and dyslexia makes it really challenging and I'm really proud to be for overcoming those challenges and working through it.
[02:34:06.880 --> 02:34:19.880]   Our teachers and our interventionists who are helping students pre-K through 12 to be able to be able to graduate and be ready to take on the world and you guys are doing a super job.
[02:34:19.880 --> 02:34:22.880]   So thank you very much. Let's give them another round of applause.
[02:34:22.880 --> 02:34:38.880]   That concludes the monthly 2.0 Highline and the recognitions.
[02:34:38.880 --> 02:34:42.880]   Next on the agenda we have public comment for the public for public hearing first for 2021-2022 Kathy.
[02:34:42.880 --> 02:34:45.880]   We do not have any for that.
[02:34:45.880 --> 02:34:54.880]   Thank you. Next on the agenda is the actual public hearing of a presentation from Dan.
[02:34:54.880 --> 02:35:23.880]   Okay. So tonight we are holding the public hearing to discuss the school first rating report. GCS did receive a superior rating and this information.
[02:35:23.880 --> 02:35:28.880]   Are this rating is based on the 2021 fiscal year data.
[02:35:28.880 --> 02:35:34.880]   And first stands for financial integrity rating system of Texas.
[02:35:34.880 --> 02:35:49.880]   This school first is part of was part of the 76th legislature and it requires the district to prepare an annual financial accountability management for and then hold a public hearing to discuss the report and the first rating.
[02:35:49.880 --> 02:36:00.880]   The state looks at 20 indicators when determining rating, the district received the score of 96 and he's received this rating for the past 20 years.
[02:36:00.880 --> 02:36:12.880]   So there are four critical indicators that the state looks at and if you do not pass these indicators you would receive a substandard achievement rating and so in order to meet these critical indicators.
[02:36:12.880 --> 02:36:36.880]   You must submit your audit report about the due date, receive an unmodified audit opinion and internal controls must be free of material weaknesses must comply with all debt agreements, just basically making our debt payments on time and then also making all payments to TRS and other governmental agencies in a timely manner.
[02:36:36.880 --> 02:36:51.880]   So now though over all of the other indicators very quickly, indicator five is something that where they look at the unrestricted net position, but that is not being a score for 2021.
[02:36:51.880 --> 02:37:06.880]   indicator number six is looks at the average change in the assigned and assigned fund balances over the three years to make sure that it's less than 25 percent that's the threshold.
[02:37:06.880 --> 02:37:11.880]   The average decrease over the last three years has been 6.25 percent.
[02:37:11.880 --> 02:37:31.880]   When you look at our actual fund balance in total, it's only gone down 1 percent, the reason you're seeing it's 6.25 percent within 1920, the district committed an additional 5 million for future compensation and so what that did is it reduce the unassigned and assigned fund balance.
[02:37:31.880 --> 02:37:42.880]   So, but even at 6 percent we're still well below that 25 percent threshold indicator number seven looks at the cash balance to determine if it's sufficient.
[02:37:42.880 --> 02:37:50.880]   The balance of 105.1 million is sufficient to cover more than 90 days of operating expenditures.
[02:37:50.880 --> 02:38:02.880]   But indicator eight and eleven look at short term and long term asset and liability ratios, and so we are within the sufficient ranges to cover short term and long term liabilities.
[02:38:02.880 --> 02:38:22.880]   The indicator nine looks at revenues versus expenditures, and although in 2021 the expenditures exceeded revenues by 1.7 million, the cash on hand exceeded the required 60 days required to pass this indicator.
[02:38:22.880 --> 02:38:41.880]   This was looking at the variance between the actual revenues versus what you budgeted for the last three fiscal years and it is not being scored for 2021.
[02:38:41.880 --> 02:38:56.880]   The indicator twelve just looks at our property values to make sure they are sufficient to support future debt repayments based on the 2020 values the tax collections generated provided the funding necessary to meet debt obligations.
[02:38:56.880 --> 02:39:13.880]   The indicator thirteen looks at administrative administration cost versus other cost, and the GCIC admin cost ratio is 8.14 percent, which is below the 8.55 percent threshold.
[02:39:13.880 --> 02:39:25.880]   The indicator nine looks at student to staff ratio over the last three years just to make sure it hasn't declined by 15 percent, and GCIC it's a con 2.35 percent, which is well below the threshold.
[02:39:25.880 --> 02:39:30.880]   Indicator number 15 is not being scored for 2021.
[02:39:30.880 --> 02:39:59.880]   This is related to every two years prior to the legislative session, the district must submit estimated 88 figures before the legislative session, that's kind of the numbers they use to plan, and so they want the variance between those submissions and the actuals to be less than 7 percent, with the craziness of COVID and ADA, that's one reason they're not they're scoring that for 2021.
[02:39:59.880 --> 02:40:16.880]   And then the same thing with indicator sixteen, they look at our team submission and audit report and to make sure that there's not a large variance there it must be less than 3 percent, and really they're just wanting to make sure that what you submit to teams actually matches your audit report.
[02:40:16.880 --> 02:40:38.880]   Indicator seventeen and eighteen are related to having a clean audit report, indicator nineteen just ensures that all the required notices are posted on the district website we met those requirements, and indicator twenty is just to ensure that property values are discussed with the board within 120 days before adopting the budget.
[02:40:38.880 --> 02:40:51.880]   You guys know we discussed property values several times during our budget workshops and even have that as part of approved budget parameters.
[02:40:51.880 --> 02:41:04.880]   So the annual financial accounting building management report is posted on the district's website under the financial services area.
[02:41:04.880 --> 02:41:18.880]   So all those things that were not rated for this year or for twenty twenty one we can expect those to all be back for twenty one twenty two.
[02:41:18.880 --> 02:41:35.880]   And I would expect, which was where they I would expect to be put the ADA projections versus the actuals I expect that when to come back and then I also expect the one with the.
[02:41:35.880 --> 02:41:53.880]   The one on net position there was always some questions on that one due to a created interest and so I'm not sure if they'll bring that one back but I think the other two they will.
[02:41:53.880 --> 02:42:07.880]   Thank you very much.
[02:42:07.880 --> 02:42:10.880]   Next on the agenda is the public comment section.
[02:42:10.880 --> 02:42:13.880]   Next on the agenda is the public comment period of our board meeting, while public comment is an opportunity for individuals to directly address the board of trustees, it is a limited form.
[02:42:13.880 --> 02:42:23.880]   Individuals wishing to participate must complete the request to speak form and submit it to the executive director of communications Nicole Lions at least fifteen minutes prior to the start of the meeting.
[02:42:23.880 --> 02:42:30.880]   By completing the request to speak form each speaker has acknowledged they will abide by the decorum protocols stated on such form.
[02:42:30.880 --> 02:42:48.880]   Pursuit to board operating procedures the board has allowed at thirty minutes for public comment period, but the time may be adjusted at the board's board presence discretion to allow for orderly conduct of the board meeting tonight there's thirty eight speakers will each speaker will have one minute.
[02:42:48.880 --> 02:43:02.880]   If groups wish to speak on the same topic the board may ask but is not required that a spokesperson be appointed to speak for the group, this is not the form to present allegations of employee misconduct requests for employee discipline, lodging personal attacks, shaming,
[02:43:02.880 --> 02:43:20.880]   demanding specific named GCIST employees or unnecessarily disclosing private information about GCIST employees or students, the board will only consider personnel or student complaints that remain unresolved after they have been addressed to the grievance process and when they have been placed on the board agenda for hearing or action.
[02:43:20.880 --> 02:43:36.880]   On the GCIST board policies dgba employee fng students and families in gf public these policies are designed to secure a prompt and equitable resolution of complaints and concerns by allowing for a full hearing and investigation.
[02:43:36.880 --> 02:43:49.880]   Each of these procedures allows for an individual to redress grievances with the board of trustees upon request our executive director of communications will provide you with copies of these policies or you can find them online at the district website.
[02:43:49.880 --> 02:43:59.880]   This is open meetings act board may not deliberate or decide any subject that is not included on the meetings agenda and may not respond to comments made or questions asked during the public comment period.
[02:43:59.880 --> 02:44:06.880]   If an issue mentioned is listed on tonight's agenda board members may respond to comments when an agenda item is considered late in the meeting.
[02:44:06.880 --> 02:44:14.880]   Please understand that allowing speakers to make statements during the public comment period it's not an endorsement of those statements by the board or district.
[02:44:14.880 --> 02:44:21.880]   This may have been individual speaker or the opinion of that speaker and not necessarily the opinion of the board individual trustees or the district.
[02:44:21.880 --> 02:44:25.880]   We will call persons to speak in the order we receive their forms.
[02:44:25.880 --> 02:44:39.880]   Tonight's first speaker is Pete Dodd. Please step to the microphone and state whether you're a resident of juicy ISD.
[02:44:39.880 --> 02:44:47.880]   I'm Pete Dodd. I'm a resident and father of student to students in elementary school in juicy ISD.
[02:44:47.880 --> 02:44:54.880]   I'd like to speak tonight on the implementation of and the new rules regarding library and instructional materials.
[02:44:54.880 --> 02:45:04.880]   Over the past few months we've hired from countless people peeling to the board's sense of duty and responsibility to teachers and students and the effects that these new rules would have on them.
[02:45:04.880 --> 02:45:14.880]   As well as high school students appealing to your sense of decency as a fellow human being and lack thereof in some places.
[02:45:14.880 --> 02:45:23.880]   And all these have fallen on deaf ears so I'd just like to be the cynical one and appeal to your sense of greed as I think that might be the way to get through to you.
[02:45:23.880 --> 02:45:28.880]   And think about the property values when this is no longer a destination district.
[02:45:28.880 --> 02:45:44.880]   And when folks moving in can just go to Capella or Flower Mount or any other nearby district. Please don't go forward with these proposed rules and the implementation that is contradictory at best and ridiculous at worst.
[02:45:44.880 --> 02:45:45.880]   Thank you.
[02:45:45.880 --> 02:46:02.880]   Our second speaker is Cerván Krishna. Please step to the microphone and stay whether you're resident of juicy ISD.
[02:46:02.880 --> 02:46:18.880]   Good evening, not a resident of this DCSC. Mr Ford, I got you this knowledge to make your incessant banging a little bit more fun.
[02:46:18.880 --> 02:46:23.880]   Let me demo it for you.
[02:46:23.880 --> 02:46:33.880]   It makes better sounds. And I heard that you let a fondie scheme happen under your nose when you were a CFO.
[02:46:33.880 --> 02:46:40.880]   Just going to help you count to.
[02:46:40.880 --> 02:46:42.880]   Would you like this?
[02:46:42.880 --> 02:46:43.880]   Okay, we're not.
[02:46:43.880 --> 02:46:48.880]   I've noticed that you have a serious lack and order problem here with woman laughing at you.
[02:46:48.880 --> 02:46:52.880]   I joined the department of Black Police invented by Herschel Walker.
[02:46:52.880 --> 02:46:55.880]   I've invented this batch too. I can help you.
[02:46:55.880 --> 02:47:02.880]   If you will be locked less than $400 per hour, you pay the KKK law firm and I won't even be able to fall asleep like Tim Davis.
[02:47:02.880 --> 02:47:07.880]   A portion of the proceeds we'll go to bring Jeff K. Junior back for the guys.
[02:47:07.880 --> 02:47:12.880]   We can bring Marilyn Monroe back and her white dress on a Vindi day. Speaking of QAnon, I want to come through.
[02:47:12.880 --> 02:47:19.880]   Thank you. Our third speaker is Zach Penn. Please step to the microphone and stay whether you're resident of juicy ISD.
[02:47:22.880 --> 02:47:30.880]   Good evening, Board of Trustees. I'm a resident. My name is Zach. Thank you for your time and continued supporting education for excellence here.
[02:47:30.880 --> 02:47:36.880]   We're fortunate to have such talented leadership in the classroom, heads of schools, and those here in the administration building.
[02:47:36.880 --> 02:47:46.880]   The new board is responsible for many great changes in DC ISD, from policy that is common sense and closely followed state law to fiscal responsibility and taxing the community.
[02:47:46.880 --> 02:47:53.880]   To giving teachers substantial substantive and well-earned pay raises. Thank you, Board, for these things.
[02:47:53.880 --> 02:47:58.880]   I'm holding right here a tax bill from the assessor's office.
[02:47:58.880 --> 02:48:07.880]   In the year over year, my bill has been about 10% higher. This year, for the first time, it dropped $899 and $78.
[02:48:07.880 --> 02:48:12.880]   With a 40-year record high inflation, this has been a huge relief for many.
[02:48:12.880 --> 02:48:18.880]   DC ISD families, teachers with pay raises, and community members all have benefited from this.
[02:48:18.880 --> 02:48:21.880]   Thank you again for the Board majority stepping up and doing the right things.
[02:48:21.880 --> 02:48:25.880]   For more truths, please visit GCISDparents.com and the district website.
[02:48:25.880 --> 02:48:32.880]   Thank you. Our fourth speaker is Rosalba Peña. Please step to the microphone and stay whether you're a resident of juicy ISD.
[02:48:32.880 --> 02:48:42.880]   Thank you very much, Rosalba. Thank you very much, Rosalba.
[02:48:42.880 --> 02:48:44.880]   Thank you very much, Rosalba.
[02:48:44.880 --> 02:48:45.880]   Thank you very much, Rosalba.
[02:48:45.880 --> 02:48:48.880]   Thank you very much, Rosalba.
[02:48:48.880 --> 02:48:51.880]   Thank you very much, Rosalba.
[02:48:51.880 --> 02:48:53.880]   Thank you very much, Rosalba.
[02:48:53.880 --> 02:48:55.880]   Thank you very much, Rosalba.
[02:48:55.880 --> 02:48:58.880]   Thank you very much, Rosalba.
[02:48:58.880 --> 02:49:00.880]   Thank you very much, Rosalba.
[02:49:00.880 --> 02:49:02.880]   Thank you very much, Rosalba.
[02:49:02.880 --> 02:49:04.880]   Thank you very much, Rosalba.
[02:49:04.880 --> 02:49:06.880]   Thank you very much, Rosalba.
[02:49:06.880 --> 02:49:08.880]   Thank you very much, Rosalba.
[02:49:08.880 --> 02:49:10.880]   Thank you very much, Rosalba.
[02:49:10.880 --> 02:49:12.880]   Thank you very much, Rosalba.
[02:49:12.880 --> 02:49:14.880]   Thank you very much, Rosalba.
[02:49:14.880 --> 02:49:16.880]   Thank you very much, Rosalba.
[02:49:16.880 --> 02:49:18.880]   Thank you very much, Rosalba.
[02:49:18.880 --> 02:49:20.880]   Thank you very much, Rosalba.
[02:49:20.880 --> 02:49:22.880]   Thank you very much, Rosalba.
[02:49:22.880 --> 02:49:24.880]   Thank you very much, Rosalba.
[02:49:24.880 --> 02:49:26.880]   Thank you very much, Rosalba.
[02:49:26.880 --> 02:49:28.880]   Thank you very much, Rosalba.
[02:49:28.880 --> 02:49:30.880]   Thank you very much, Rosalba.
[02:49:30.880 --> 02:49:32.880]   Thank you very much, Rosalba.
[02:49:32.880 --> 02:49:34.880]   Thank you very much, Rosalba.
[02:49:34.880 --> 02:49:35.880]   Thank you, Rosalba.
[02:49:35.880 --> 02:49:36.880]   Thank you, Rosalba.
[02:49:36.880 --> 02:49:37.880]   Thank you, Rosalba.
[02:49:37.880 --> 02:49:38.880]   Thank you, Rosalba.
[02:49:38.880 --> 02:49:39.880]   Thank you, Rosalba.
[02:49:39.880 --> 02:49:40.880]   Thank you, Rosalba.
[02:49:40.880 --> 02:49:41.880]   Thank you, Rosalba.
[02:49:41.880 --> 02:49:45.880]   The interpretation for Rosalba, Pena, who is a district resident.
[02:49:45.880 --> 02:49:50.880]   On September 19, there was a case of sexual abuse of a kindergartener at Silver Lake school,
[02:49:50.880 --> 02:49:52.880]   perpetrated by a student from that same school.
[02:49:52.880 --> 02:49:56.880]   The district took 11 days to notify the parents about this incident.
[02:49:56.880 --> 02:50:00.880]   My concerns are the treatment given to the victims' family.
[02:50:00.880 --> 02:50:03.880]   The district has always known who committed this crime.
[02:50:03.880 --> 02:50:06.880]   The student who committed this crime continues in school.
[02:50:06.880 --> 02:50:12.880]   Silver Lake asked the mother from the first week that the victim,
[02:50:12.880 --> 02:50:17.880]   the Silver Lake asked the mother to return her student to school,
[02:50:17.880 --> 02:50:19.880]   the first week after the incident.
[02:50:19.880 --> 02:50:24.880]   I'm amazed at all the ways employees of this district are handling this incident.
[02:50:24.880 --> 02:50:30.880]   And you only think of when this district began to care more about its image than the safety of our students.
[02:50:30.880 --> 02:50:34.880]   This is not a place for the adults who work here to look good.
[02:50:34.880 --> 02:50:36.880]   Here, the problem is not the bad things that happen.
[02:50:36.880 --> 02:50:41.880]   The problem is how you solve the bad things that happen or who let you solve them.
[02:50:41.880 --> 02:50:49.880]   At this point, I know it is more alarming if the criminals or the people in charge of protecting us and our students.
[02:50:49.880 --> 02:50:50.880]   Thank you.
[02:50:50.880 --> 02:50:59.880]   Our fifth speaker is Angelica Burtzong. Please step to the microphone and state whether you're resident of GCISD.
[02:50:59.880 --> 02:51:00.880]   My name is Angelica Burtzong.
[02:51:00.880 --> 02:51:03.880]   My husband and I, Kendall Burtzong, the residents of GCISD.
[02:51:03.880 --> 02:51:06.880]   We have the residents for going on 19 years.
[02:51:06.880 --> 02:51:11.880]   We check us for approximately $47,000 in school money we have given you.
[02:51:11.880 --> 02:51:15.880]   Last year, our child in the Silver Lake in just a month into our second year,
[02:51:15.880 --> 02:51:17.880]   a little boy was raped at the school.
[02:51:17.880 --> 02:51:21.880]   We, the Silver Lake parent, found out 10 days later.
[02:51:21.880 --> 02:51:24.880]   We were not notified of the incident immediately as the Texas Cal dictates.
[02:51:24.880 --> 02:51:26.880]   The big question is why?
[02:51:26.880 --> 02:51:32.880]   I complain with the TA has been filed to help you motivate you to motivate you and answer this question.
[02:51:32.880 --> 02:51:35.880]   It's been over a month and you have done nothing and offered nothing.
[02:51:35.880 --> 02:51:40.880]   Other than to cast out on the parents that stepped up to warn other parents you were hiding this from.
[02:51:40.880 --> 02:51:44.880]   You hide behind the guise of police matter that this trip failed the children.
[02:51:44.880 --> 02:51:49.880]   Several of us parents will have withdrawn our kids from GCISD because we're not willing to gamble our children.
[02:51:49.880 --> 02:51:51.880]   Save people to put them in the hands of any of you.
[02:51:51.880 --> 02:51:55.880]   Report against and Democrats you're all the same garbage.
[02:51:55.880 --> 02:52:00.880]   I only have one work to find all of you worthless.
[02:52:00.880 --> 02:52:03.880]   Thank you. Our sixth speaker is Dr. Laura Trevino.
[02:52:03.880 --> 02:52:07.880]   Please step to the microphone and state whether you're resident of GCISD.
[02:52:14.880 --> 02:52:18.880]   Hi, my name is Dr. Laura Trevino and I'm a resident and parent.
[02:52:18.880 --> 02:52:22.880]   Not a president in recent months, the Board has displayed a complete lack of transparency,
[02:52:22.880 --> 02:52:26.880]   regarding the choosing of canteeners, the Board's legal representation as well as
[02:52:26.880 --> 02:52:31.880]   how the policies that were passed in August were developed and who provided input on these policies.
[02:52:31.880 --> 02:52:37.880]   There was seemingly no community parent or student input in the development of these policies.
[02:52:37.880 --> 02:52:43.880]   With Dr. Ryan retiring at the end of this year, I'm here to ask what steps will be taken by the Board to ensure diverse input from the community.
[02:52:43.880 --> 02:52:46.880]   Parents, teachers and students in selecting our next superintendent.
[02:52:46.880 --> 02:52:51.880]   I'm asking you that not a president, you provide more transparency to your constituents,
[02:52:51.880 --> 02:52:57.880]   even the ones that who did not vote for you or don't agree with you politically, in regards to the selection process of our new superintendent.
[02:52:57.880 --> 02:53:03.880]   I'm asking you that you hold community town halls that will allow for parents, teachers and students,
[02:53:03.880 --> 02:53:10.880]   the ones this decision most impacts to provide input to you instead of just the constituents that happen to run a few at the soccer game or the grocery store.
[02:53:10.880 --> 02:53:14.880]   Thank you for your time and consideration. Protect UCISD.com.
[02:53:14.880 --> 02:53:26.880]   Thank you. Our seventh speaker is Christine Leathers, please step to the microphone and state whether you're resident of UCISD.
[02:53:26.880 --> 02:53:30.880]   Christine Leathers, parent resident. Our books being banned or challenged.
[02:53:30.880 --> 02:53:35.880]   A challenge is an attempt to remove a restrict material based on the objections of a person or group.
[02:53:35.880 --> 02:53:44.880]   Band or challenged is merely semantics at this point. Supreme Court Justice William J. Brennan Jr. and Texas Beach Johnson stated if there's a bedrock principle underlying the first amendment,
[02:53:44.880 --> 02:53:51.880]   it is that the government may not prohibit the expression of an idea simply because society finds the idea itself offensive or disagreeable.
[02:53:51.880 --> 02:53:58.880]   Or Supreme Court Justice William O. Douglas in that one an American act restriction of free thought and free speech is most dangerous of all subversions.
